p sp 3278 4982
a 1702 663 16.2 13.8
a 1702 1230 6.2 5.3
a 1702 1501 35.3 30.2
a 1702 2457 91.8 78.5
a 1703 1876 253.0 216.2
a 1703 2581 68.2 58.3
a 1703 2618 143.8 122.9
a 1703 3144 89.5 76.5
a 1704 2879 4.8 4.1
a 1705 198 1.6 1.4
a 1705 1064 17.9 15.3
a 1705 1205 10.6 9.1
a 1706 299 45.1 38.5
a 1706 801 47.9 40.9
a 1706 1309 30.8 26.3
a 1706 2148 23.3 19.9
a 1707 48 17.5 15.0
a 1707 781 8.7 7.4
a 1707 1234 25.9 22.1
a 1708 268 10.0 8.5
a 1708 1300 14.3 12.2
a 1708 1438 10.5 9.0
a 1708 1954 23.0 19.7
a 1709 398 316.0 270.1
a 1710 1312 74.5 63.7
a 1710 1487 7.2 6.2
a 1710 2167 66.0 56.4
a 1711 1736 3.1 2.6
a 1712 1224 17.9 15.3
a 1712 1932 16.3 13.9
a 1712 2349 12.1 10.3
a 1712 2549 13.8 11.8
a 1713 365 8.8 7.5
a 1713 907 89.2 76.2
a 1713 2815 36.0 30.8
a 1714 489 52.6 45.0
a 1714 973 35.8 30.6
a 1714 1947 24.1 20.6
a 1714 3037 11.4 9.7
a 1715 2790 3.9 3.3
a 1716 156 14.4 12.3
a 1716 2392 10.3 8.8
a 1716 2420 6.7 5.7
a 1716 2566 13.0 11.1
a 1717 339 23.1 19.7
a 1717 1626 7.0 6.0
a 1717 2951 9.5 8.1
a 1718 266 2.7 2.3
a 1718 992 6.1 5.2
a 1718 2061 34.8 29.7
a 1719 938 21.8 18.6
a 1719 2292 5.8 5.0
a 1719 2645 3.9 3.3
a 1720 1084 58.9 50.3
a 1721 473 19.3 16.5
a 1721 733 52.2 44.6
a 1721 2631 17.0 14.5
a 1722 163 16.1 13.8
a 1722 1380 12.8 10.9
a 1722 1472 9.3 7.9
a 1722 2425 23.0 19.7
a 1723 238 28.8 24.6
a 1723 2036 26.1 22.3
a 1723 3205 38.4 32.8
a 1724 2664 5.7 4.9
a 1725 1815 9.5 8.1
a 1725 2473 24.6 21.0
a 1725 2979 10.0 8.5
a 1726 53 17.6 15.0
a 1726 936 30.7 26.2
a 1726 2445 41.6 35.6
a 1726 2980 8.6 7.4
a 1727 152 11.4 9.7
a 1727 413 17.9 15.3
a 1727 866 9.7 8.3
a 1727 2936 11.2 9.6
a 1728 394 15.5 13.2
a 1728 1163 22.4 19.1
a 1728 1383 40.5 34.6
a 1728 2141 6.1 5.2
a 1729 1422 37.6 32.1
a 1729 2624 98.3 84.0
a 1729 3233 5.2 4.4
a 1730 1949 1.5 1.3
a 1730 2574 95.0 81.2
a 1730 3189 8.7 7.4
a 1731 312 6.5 5.6
a 1731 367 55.9 47.8
a 1731 2471 4.3 3.7
a 1732 286 20.4 17.4
a 1732 1516 20.6 17.6
a 1732 1933 31.1 26.6
a 1732 3176 42.6 36.4
a 1733 417 12.7 10.9
a 1733 1086 24.4 20.9
a 1733 2355 19.6 16.8
a 1733 2609 15.6 13.3
a 1733 3117 15.8 13.5
a 1734 417 4.2 3.6
a 1734 875 55.7 47.6
a 1734 2678 10.9 9.3
a 1734 3077 9.6 8.2
a 1735 64 7.2 6.2
a 1735 654 102.8 87.9
a 1735 1119 11.3 9.7
a 1735 2307 11.8 10.1
a 1736 701 10.0 8.5
a 1736 1711 3.1 2.6
a 1736 2666 12.4 10.6
a 1736 3069 4.2 3.6
a 1737 532 95.0 81.2
a 1737 1823 37.6 32.1
a 1737 2665 5.0 4.3
a 1738 742 16.7 14.3
a 1738 1868 81.0 69.2
a 1738 2867 26.3 22.5
a 1739 142 33.6 28.7
a 1739 1332 6.9 5.9
a 1739 2878 181.6 155.2
a 1740 201 51.8 44.3
a 1740 1496 10.7 9.1
a 1740 2099 5.5 4.7
a 1740 3232 7.2 6.2
a 1741 1656 15.1 12.9
a 1741 2908 39.7 33.9
a 1741 2948 8.7 7.4
a 1742 1810 2.6 2.2
a 1742 1915 12.5 10.7
a 1742 2575 36.5 31.2
a 1743 341 10.2 8.7
a 1743 868 123.7 105.7
a 1743 2588 50.5 43.2
a 1743 3153 10.9 9.3
a 1744 2393 29.6 25.3
a 1744 2434 82.0 70.1
a 1744 3129 73.3 62.6
a 1745 450 5.8 5.0
a 1745 828 28.3 24.2
a 1745 2500 7.1 6.1
a 1745 2531 14.4 12.3
a 1746 817 8.2 7.0
a 1747 151 5.8 5.0
a 1747 2793 84.2 72.0
a 1747 2944 28.7 24.5
a 1748 424 8.4 7.2
a 1749 855 27.2 23.2
a 1749 2384 7.0 6.0
a 1749 2803 139.9 119.6
a 1749 3260 79.9 68.3
a 1750 9 29.3 25.0
a 1750 3028 25.5 21.8
a 1750 3206 51.8 44.3
a 1751 614 13.3 11.4
a 1751 1207 32.1 27.4
a 1751 2369 22.4 19.1
a 1752 62 5.3 4.5
a 1752 2497 8.4 7.2
a 1752 3027 7.8 6.7
a 1753 1061 3.4 2.9
a 1753 2038 33.1 28.3
a 1753 2998 57.7 49.3
a 1754 552 7.9 6.8
a 1754 2524 109.6 93.7
a 1754 2749 62.2 53.2
a 1755 1364 42.2 36.1
a 1755 2315 7.5 6.4
a 1755 2644 8.1 6.9
a 1756 893 43.0 36.8
a 1757 473 49.2 42.1
a 1757 733 20.9 17.9
a 1757 2725 9.6 8.2
a 1757 3266 24.3 20.8
a 1758 989 136.0 116.2
a 1758 2618 98.4 84.1
a 1758 2682 48.9 41.8
a 1759 1328 15.8 13.5
a 1760 1013 3.8 3.2
a 1760 2274 6.2 5.3
a 1760 2442 11.9 10.2
a 1761 611 40.4 34.5
a 1761 670 43.6 37.3
a 1761 867 51.9 44.4
a 1761 2432 7.6 6.5
a 1762 608 31.6 27.0
a 1762 848 15.9 13.6
a 1762 2776 6.6 5.6
a 1763 957 10.1 8.6
a 1764 294 80.6 68.9
a 1764 2674 46.2 39.5
a 1764 2989 36.8 31.5
a 1765 1325 7.9 6.8
a 1765 1597 5.8 5.0
a 1765 2204 9.0 7.7
a 1765 3116 37.6 32.1
a 1766 861 10.7 9.1
a 1766 1105 17.4 14.9
a 1766 2651 14.3 12.2
a 1767 2990 7.5 6.4
a 1768 1923 180.9 154.6
a 1769 890 27.3 23.3
a 1769 1149 7.2 6.2
a 1769 2530 11.9 10.2
a 1770 1281 74.0 63.2
a 1771 951 7.3 6.2
a 1771 1333 16.4 14.0
a 1771 2288 201.5 172.2
a 1772 1196 7.7 6.6
a 1772 1635 15.0 12.8
a 1772 1943 133.9 114.4
a 1772 2895 9.0 7.7
a 1773 365 4.6 3.9
a 1773 2843 119.2 101.9
a 1773 2898 88.8 75.9
a 1774 892 8.7 7.4
a 1774 1626 30.6 26.2
a 1774 2585 6.6 5.6
a 1774 3139 38.4 32.8
a 1775 974 26.2 22.4
a 1775 1288 26.6 22.7
a 1775 2363 34.6 29.6
a 1775 2561 10.5 9.0
a 1776 158 43.4 37.1
a 1776 531 11.8 10.1
a 1776 535 10.6 9.1
a 1776 1102 7.4 6.3
a 1777 2306 62.2 53.2
a 1778 787 11.0 9.4
a 1778 1992 10.4 8.9
a 1778 2034 25.8 22.1
a 1779 1005 6.1 5.2
a 1779 1812 24.5 20.9
a 1779 3170 27.7 23.7
a 1780 1407 6.0 5.1
a 1780 1685 6.6 5.6
a 1780 2082 11.5 9.8
a 1780 3143 8.9 7.6
a 1781 166 37.1 31.7
a 1781 1042 5.6 4.8
a 1781 3219 4.8 4.1
a 1782 484 59.5 50.9
a 1782 1415 27.2 23.2
a 1782 2123 23.2 19.8
a 1782 3111 61.1 52.2
a 1783 735 20.3 17.4
a 1784 264 32.6 27.9
a 1784 1142 43.9 37.5
a 1784 2992 14.3 12.2
a 1785 158 11.3 9.7
a 1785 535 44.8 38.3
a 1785 1548 5.9 5.0
a 1786 2150 6.5 5.6
a 1786 2730 3.5 3.0
a 1786 2753 95.8 81.9
a 1787 423 80.8 69.1
a 1787 1589 60.2 51.5
a 1787 1693 60.9 52.1
a 1787 2569 85.1 72.7
a 1788 24 45.1 38.5
a 1788 144 32.2 27.5
a 1788 1408 30.0 25.6
a 1788 1841 58.2 49.7
a 1789 1103 6.4 5.5
a 1789 1623 45.0 38.5
a 1789 2102 68.8 58.8
a 1790 1903 97.3 83.2
a 1790 2493 9.8 8.4
a 1790 2535 10.1 8.6
a 1790 3211 11.9 10.2
a 1791 1646 60.6 51.8
a 1791 2524 11.0 9.4
a 1791 3110 88.4 75.6
a 1792 600 9.5 8.1
a 1792 2058 51.0 43.6
a 1792 2807 11.5 9.8
a 1792 3251 36.0 30.8
a 1793 174 49.5 42.3
a 1793 890 38.2 32.6
a 1793 1136 95.5 81.6
a 1793 1643 6.4 5.5
a 1794 514 20.5 17.5
a 1795 513 113.7 97.2
a 1795 1194 7.2 6.2
a 1795 2657 80.6 68.9
a 1796 651 50.7 43.3
a 1796 1421 5.2 4.4
a 1796 2281 5.0 4.3
a 1797 2318 5.4 4.6
a 1798 224 2.2 1.9
a 1798 813 10.3 8.8
a 1798 1148 18.6 15.9
a 1799 3207 66.0 56.4
a 1800 174 86.8 74.2
a 1800 959 12.6 10.8
a 1800 2583 24.7 21.1
a 1801 252 33.2 28.4
a 1801 1198 1.9 1.6
a 1801 2523 62.7 53.6
a 1802 1314 6.9 5.9
a 1802 2146 3.2 2.7
a 1802 2501 6.7 5.7
a 1803 571 5.2 4.4
a 1803 594 31.7 27.1
a 1803 1945 116.4 99.5
a 1803 2849 83.5 71.4
a 1804 1322 59.9 51.2
a 1804 2048 6.6 5.6
a 1804 2094 5.6 4.8
a 1804 2646 22.3 19.1
a 1805 1526 7.8 6.7
a 1805 1898 2.2 1.9
a 1805 3278 39.4 33.7
a 1806 686 120.2 102.7
a 1806 2115 9.1 7.8
a 1806 2536 9.9 8.5
a 1806 3137 10.9 9.3
a 1807 3240 121.6 103.9
a 1808 719 72.7 62.1
a 1808 2193 60.6 51.8
a 1808 2700 19.0 16.2
a 1808 2873 51.0 43.6
a 1809 15 14.9 12.7
a 1809 1104 215.2 183.9
a 1809 2409 8.1 6.9
a 1809 3032 15.5 13.2
a 1810 1742 2.6 2.2
a 1810 2097 5.5 4.7
a 1810 2664 18.3 15.6
a 1811 1047 39.5 33.8
a 1811 2169 39.4 33.7
a 1811 2325 94.4 80.7
a 1812 1352 11.0 9.4
a 1812 1779 24.5 20.9
a 1812 3115 7.7 6.6
a 1813 2205 21.2 18.1
a 1814 1189 11.2 9.6
a 1814 1576 17.4 14.9
a 1814 2451 7.2 6.2
a 1815 847 16.7 14.3
a 1815 1220 24.1 20.6
a 1815 1725 9.5 8.1
a 1815 1857 12.1 10.3
a 1816 1596 373.7 319.4
a 1816 2710 45.6 39.0
a 1816 3045 19.8 16.9
a 1817 1144 40.3 34.4
a 1817 1285 37.7 32.2
a 1817 3171 13.8 11.8
a 1818 625 10.2 8.7
a 1818 913 5.1 4.4
a 1818 1363 39.7 33.9
a 1819 607 26.6 22.7
a 1819 953 21.9 18.7
a 1819 2722 30.2 25.8
a 1820 1606 31.8 27.2
a 1820 2533 7.8 6.7
a 1820 3174 38.8 33.2
a 1821 1601 4.1 3.5
a 1822 2780 39.8 34.0
a 1823 1737 37.6 32.1
a 1823 2348 119.3 102.0
a 1823 3097 75.4 64.4
a 1824 1690 12.2 10.4
a 1825 2748 61.0 52.1
a 1825 2838 7.4 6.3
a 1825 3056 37.3 31.9
a 1826 1242 1.8 1.5
a 1827 218 117.5 100.4
a 1827 1239 5.2 4.4
a 1827 1457 2.4 2.1
a 1828 3103 76.8 65.6
a 1829 630 110.5 94.4
a 1829 2179 5.5 4.7
a 1829 2244 5.8 5.0
a 1829 2601 9.1 7.8
a 1830 321 118.2 101.0
a 1830 1373 1.9 1.6
a 1830 2424 3.5 3.0
a 1830 2946 5.0 4.3
a 1831 128 8.1 6.9
a 1831 1024 25.8 22.1
a 1831 1427 84.9 72.6
a 1831 2833 6.9 5.9
a 1832 7 121.9 104.2
a 1832 448 8.7 7.4
a 1832 2103 18.9 16.2
a 1832 2553 31.0 26.5
a 1833 22 76.1 65.0
a 1833 108 143.8 122.9
a 1833 2186 139.7 119.4
a 1834 77 110.2 94.2
a 1834 1251 6.2 5.3
a 1834 2397 3.4 2.9
a 1835 781 4.7 4.0
a 1836 2062 29.6 25.3
a 1836 2188 19.1 16.3
a 1836 2917 9.0 7.7
a 1837 435 4.3 3.7
a 1837 1364 38.1 32.6
a 1837 1985 4.6 3.9
a 1838 2236 73.7 63.0
a 1839 455 64.0 54.7
a 1839 458 60.4 51.6
a 1839 1293 25.7 22.0
a 1840 521 10.0 8.5
a 1840 1533 7.6 6.5
a 1840 2633 25.1 21.5
a 1841 369 26.4 22.6
a 1841 912 7.4 6.3
a 1841 1673 39.9 34.1
a 1841 1788 58.2 49.7
a 1842 863 30.0 25.6
a 1842 925 33.3 28.5
a 1842 2009 47.0 40.2
a 1843 185 27.1 23.2
a 1843 910 65.0 55.6
a 1843 1139 24.4 20.9
a 1844 513 6.8 5.8
a 1844 836 7.6 6.5
a 1844 1083 15.3 13.1
a 1844 3068 12.0 10.3
a 1845 446 50.2 42.9
a 1845 1204 6.2 5.3
a 1845 1233 23.2 19.8
a 1845 2767 5.8 5.0
a 1846 169 10.3 8.8
a 1846 1243 9.8 8.4
a 1846 2883 42.9 36.7
a 1847 647 79.5 67.9
a 1847 1031 19.9 17.0
a 1847 1086 13.5 11.5
a 1848 1170 8.9 7.6
a 1848 1300 7.1 6.1
a 1848 2361 27.8 23.8
a 1849 1897 45.9 39.2
a 1850 1874 26.9 23.0
a 1850 1971 8.1 6.9
a 1850 2164 11.6 9.9
a 1850 2892 5.8 5.0
a 1851 550 30.8 26.3
a 1851 1657 36.9 31.5
a 1851 3184 48.6 41.5
a 1851 3192 44.5 38.0
a 1852 120 51.3 43.8
a 1852 2237 89.4 76.4
a 1852 2478 38.8 33.2
a 1852 3114 7.1 6.1
a 1853 1306 9.3 7.9
a 1853 1544 22.5 19.2
a 1853 2411 16.6 14.2
a 1853 2694 11.9 10.2
a 1854 769 21.7 18.5
a 1854 2029 14.4 12.3
a 1854 3055 17.1 14.6
a 1854 3093 12.1 10.3
a 1855 1237 8.3 7.1
a 1855 1402 67.1 57.4
a 1855 2176 8.1 6.9
a 1855 2341 4.9 4.2
a 1856 671 11.8 10.1
a 1856 1135 45.5 38.9
a 1856 1521 8.7 7.4
a 1856 2538 10.6 9.1
a 1857 1815 12.1 10.3
a 1857 2045 10.2 8.7
a 1857 2081 9.3 7.9
a 1857 2735 30.9 26.4
a 1858 1180 48.6 41.5
a 1858 3185 6.5 5.6
a 1858 3214 4.7 4.0
a 1859 1894 17.6 15.0
a 1859 2354 94.7 80.9
a 1859 3156 51.1 43.7
a 1860 146 65.0 55.6
a 1860 1435 239.8 205.0
a 1860 2930 5.3 4.5
a 1861 104 53.6 45.8
a 1861 804 44.8 38.3
a 1861 1486 47.9 40.9
a 1861 2252 7.2 6.2
a 1862 23 52.1 44.5
a 1862 1144 10.0 8.5
a 1862 1221 5.1 4.4
a 1862 2599 95.4 81.5
a 1863 1198 32.1 27.4
a 1863 3064 8.1 6.9
a 1863 3066 10.3 8.8
a 1863 3234 7.9 6.8
a 1864 1039 5.5 4.7
a 1865 348 7.2 6.2
a 1865 1423 41.5 35.5
a 1865 2017 5.4 4.6
a 1866 286 30.4 26.0
a 1866 1463 11.6 9.9
a 1866 2007 12.7 10.9
a 1867 1523 1.8 1.5
a 1867 1612 10.6 9.1
a 1867 2354 11.6 9.9
a 1868 1738 81.0 69.2
a 1868 2016 11.5 9.8
a 1868 3098 10.0 8.5
a 1869 495 112.9 96.5
a 1869 1247 17.1 14.6
a 1869 1616 35.8 30.6
a 1869 2971 89.5 76.5
a 1870 1255 5.4 4.6
a 1871 682 23.7 20.3
a 1871 696 8.9 7.6
a 1871 2672 34.3 29.3
a 1872 1222 17.8 15.2
a 1872 1696 7.8 6.7
a 1872 2828 45.6 39.0
a 1873 1230 35.7 30.5
a 1873 1501 6.7 5.7
a 1873 2243 15.4 13.2
a 1873 2815 15.0 12.8
a 1874 1136 6.3 5.4
a 1874 1643 94.7 80.9
a 1874 1850 26.9 23.0
a 1875 3208 57.9 49.5
a 1876 1703 253.0 216.2
a 1877 618 18.1 15.5
a 1877 1271 210.3 179.7
a 1877 1600 97.7 83.5
a 1877 2450 5.1 4.4
a 1878 220 74.5 63.7
a 1878 1962 12.7 10.9
a 1878 2715 2.9 2.5
a 1879 682 24.6 21.0
a 1879 696 38.9 33.2
a 1879 1637 14.6 12.5
a 1880 464 170.8 146.0
a 1880 2060 59.6 50.9
a 1880 3255 23.1 19.7
a 1881 2126 81.9 70.0
a 1882 80 6.1 5.2
a 1883 98 41.9 35.8
a 1883 896 8.1 6.9
a 1883 2940 11.3 9.7
a 1884 1597 9.2 7.9
a 1884 2204 5.9 5.0
a 1884 2684 114.1 97.5
a 1884 2695 14.9 12.7
a 1885 1138 21.7 18.5
a 1885 1159 22.6 19.3
a 1885 3123 151.6 129.6
a 1886 33 43.8 37.4
a 1886 59 97.1 83.0
a 1886 567 18.4 15.7
a 1887 1069 29.2 25.0
a 1887 2727 6.4 5.5
a 1887 3039 9.1 7.8
a 1888 293 30.7 26.2
a 1888 443 9.4 8.0
a 1888 945 12.1 10.3
a 1888 1161 12.2 10.4
a 1889 2504 167.1 142.8
a 1890 524 28.4 24.3
a 1890 2283 22.2 19.0
a 1890 2708 79.4 67.9
a 1891 2721 9.0 7.7
a 1892 970 46.6 39.8
a 1892 1408 15.2 13.0
a 1892 2525 15.1 12.9
a 1893 1483 11.8 10.1
a 1894 1859 17.6 15.0
a 1895 386 153.2 130.9
a 1895 1490 5.0 4.3
a 1895 2691 72.8 62.2
a 1896 768 6.7 5.7
a 1896 869 29.4 25.1
a 1896 871 49.3 42.1
a 1896 2625 44.1 37.7
a 1897 1849 45.9 39.2
a 1897 2864 18.4 15.7
a 1897 2963 24.7 21.1
a 1898 1805 2.2 1.9
a 1899 10 10.5 9.0
a 1899 313 7.9 6.8
a 1899 2363 9.6 8.2
a 1899 2561 35.2 30.1
a 1900 733 17.1 14.6
a 1900 1681 9.5 8.1
a 1900 2631 54.7 46.8
a 1900 3239 40.1 34.3
a 1901 707 9.2 7.9
a 1901 2315 10.4 8.9
a 1901 2535 13.9 11.9
a 1901 3211 15.3 13.1
a 1902 486 43.1 36.8
a 1902 872 41.3 35.3
a 1902 2813 6.5 5.6
a 1903 126 10.5 9.0
a 1903 1476 13.0 11.1
a 1903 1790 97.3 83.2
a 1903 1959 7.9 6.8
a 1904 108 122.4 104.6
a 1904 215 1.2 1.0
a 1904 1645 5.1 4.4
a 1905 711 38.3 32.7
a 1905 1565 7.8 6.7
a 1905 2797 44.1 37.7
a 1905 2906 41.1 35.1
a 1906 199 33.7 28.8
a 1906 1320 25.9 22.1
a 1906 2732 9.0 7.7
a 1907 60 11.8 10.1
a 1907 1494 7.1 6.1
a 1907 1927 27.1 23.2
a 1908 2260 36.2 30.9
a 1908 2451 45.0 38.5
a 1908 3274 10.6 9.1
a 1909 1069 11.6 9.9
a 1910 981 11.2 9.6
a 1910 2427 73.3 62.6
a 1910 3047 157.1 134.3
a 1911 522 8.4 7.2
a 1911 803 64.2 54.9
a 1911 2440 47.7 40.8
a 1911 2955 13.7 11.7
a 1912 509 2.5 2.1
a 1912 1417 91.7 78.4
a 1912 2477 5.3 4.5
a 1912 2921 3.5 3.0
a 1913 2385 5.5 4.7
a 1914 350 14.8 12.6
a 1914 720 6.6 5.6
a 1914 804 53.9 46.1
a 1914 1418 72.9 62.3
a 1915 1326 34.7 29.7
a 1915 1742 12.5 10.7
a 1915 2575 36.4 31.1
a 1915 2920 56.9 48.6
a 1916 24 39.5 33.8
a 1916 111 54.4 46.5
a 1916 1322 5.4 4.6
a 1916 2048 61.9 52.9
a 1917 195 88.4 75.6
a 1917 3019 10.6 9.1
a 1917 3125 13.2 11.3
a 1918 79 25.5 21.8
a 1918 929 40.9 35.0
a 1918 2480 48.7 41.6
a 1919 76 16.9 14.4
a 1919 2338 7.1 6.1
a 1919 2642 6.7 5.7
a 1919 2853 8.4 7.2
a 1920 697 8.6 7.4
a 1920 2632 38.9 33.2
a 1920 2975 4.6 3.9
a 1921 38 15.6 13.3
a 1921 575 5.8 5.0
a 1921 2147 3.6 3.1
a 1921 2439 13.4 11.5
a 1922 681 82.5 70.5
a 1922 797 9.9 8.5
a 1922 2260 24.7 21.1
a 1923 1768 180.9 154.6
a 1923 2626 161.1 137.7
a 1923 2769 220.2 188.2
a 1923 2909 77.6 66.3
a 1924 45 87.0 74.4
a 1924 2297 25.5 21.8
a 1924 2608 20.1 17.2
a 1925 387 21.4 18.3
a 1926 909 109.2 93.3
a 1926 1561 8.4 7.2
a 1926 2095 5.8 5.0
a 1926 2485 22.8 19.5
a 1927 1134 11.2 9.6
a 1927 1658 67.4 57.6
a 1927 1907 27.1 23.2
a 1928 91 94.9 81.1
a 1928 213 13.6 11.6
a 1928 1036 112.7 96.3
a 1928 2157 121.8 104.1
a 1929 32 3.8 3.2
a 1929 125 7.8 6.7
a 1929 3140 42.9 36.7
a 1930 1287 34.6 29.6
a 1930 2259 54.4 46.5
a 1930 2921 38.9 33.2
a 1931 2658 3.7 3.2
a 1932 267 11.1 9.5
a 1932 1257 18.0 15.4
a 1932 1712 16.3 13.9
a 1932 2344 12.1 10.3
a 1933 918 16.2 13.8
a 1933 1732 31.1 26.6
a 1933 2368 6.4 5.5
a 1934 2580 120.4 102.9
a 1934 3107 12.0 10.3
a 1934 3180 3.6 3.1
a 1935 2643 39.6 33.8
a 1936 534 61.9 52.9
a 1936 1395 58.0 49.6
a 1936 2514 42.4 36.2
a 1936 2837 83.4 71.3
a 1937 17 85.7 73.2
a 1937 686 9.3 7.9
a 1937 1154 25.6 21.9
a 1938 80 32.1 27.4
a 1938 483 8.9 7.6
a 1938 940 48.9 41.8
a 1938 2531 6.0 5.1
a 1939 1417 6.3 5.4
a 1939 2040 24.0 20.5
a 1939 2901 42.6 36.4
a 1940 1504 30.9 26.4
a 1940 2441 13.6 11.6
a 1940 2961 33.8 28.9
a 1941 578 154.1 131.7
a 1941 843 5.5 4.7
a 1941 1050 6.6 5.6
a 1941 2823 14.5 12.4
a 1942 1510 5.0 4.3
a 1942 1517 23.7 20.3
a 1942 2410 21.5 18.4
a 1943 74 171.2 146.3
a 1943 1772 133.9 114.4
a 1943 2389 8.2 7.0
a 1943 2984 10.5 9.0
a 1944 170 15.5 13.2
a 1945 737 21.6 18.5
a 1945 1803 116.4 99.5
a 1945 2408 14.5 12.4
a 1946 1008 31.3 26.8
a 1946 1223 9.7 8.3
a 1946 2476 7.3 6.2
a 1947 1491 13.8 11.8
a 1947 1714 24.1 20.6
a 1947 2953 9.3 7.9
a 1948 428 134.3 114.8
a 1948 445 40.5 34.6
a 1948 2548 53.0 45.3
a 1949 1211 175.9 150.3
a 1949 1529 6.7 5.7
a 1949 1730 1.5 1.3
a 1950 1302 6.0 5.1
a 1950 3003 25.9 22.1
a 1950 3142 62.1 53.1
a 1951 153 1.0 0.9
a 1951 1454 6.4 5.5
a 1951 2973 53.9 46.1
a 1952 849 20.1 17.2
a 1952 1412 83.0 70.9
a 1952 2942 21.3 18.2
a 1952 2974 14.3 12.2
a 1953 208 44.0 37.6
a 1953 479 28.5 24.4
a 1953 1604 122.8 105.0
a 1953 2565 10.3 8.8
a 1954 332 11.5 9.8
a 1954 1367 14.3 12.2
a 1954 1708 23.0 19.7
a 1954 2773 13.6 11.6
a 1955 1421 3.0 2.6
a 1956 989 5.0 4.3
a 1956 1958 4.3 3.7
a 1956 2091 5.0 4.3
a 1956 3144 4.1 3.5
a 1957 15 10.5 9.0
a 1957 3027 267.3 228.5
a 1957 3032 25.4 21.7
a 1958 777 68.9 58.9
a 1958 1956 4.3 3.7
a 1958 2988 3.9 3.3
a 1958 3104 4.8 4.1
a 1959 1461 85.8 73.3
a 1959 1683 8.3 7.1
a 1959 1903 7.9 6.8
a 1960 90 4.6 3.9
a 1961 2612 38.6 33.0
a 1961 2689 4.8 4.1
a 1961 2928 42.3 36.2
a 1962 263 2.5 2.1
a 1962 1878 12.7 10.9
a 1962 2035 5.8 5.0
a 1962 2256 19.6 16.8
a 1963 239 59.3 50.7
a 1963 338 44.1 37.7
a 1963 2701 24.1 20.6
a 1963 3226 5.3 4.5
a 1964 370 38.4 32.8
a 1964 1379 45.7 39.1
a 1964 2331 37.9 32.4
a 1965 150 109.1 93.2
a 1965 2571 12.8 10.9
a 1965 2811 7.5 6.4
a 1965 2905 6.6 5.6
a 1966 162 42.3 36.2
a 1966 1201 31.5 26.9
a 1966 2129 16.1 13.8
a 1967 1516 7.1 6.1
a 1968 746 319.1 272.7
a 1969 329 23.9 20.4
a 1969 2726 33.7 28.8
a 1969 2809 30.9 26.4
a 1970 2258 70.2 60.0
a 1971 1336 69.5 59.4
a 1971 1374 5.8 5.0
a 1971 1492 11.2 9.6
a 1971 1850 8.1 6.9
a 1972 2799 85.5 73.1
a 1973 1100 6.4 5.5
a 1973 1453 9.4 8.0
a 1973 2882 44.7 38.2
a 1974 1004 64.5 55.1
a 1974 1294 8.5 7.3
a 1974 3208 103.8 88.7
a 1975 502 26.8 22.9
a 1975 729 48.8 41.7
a 1975 2814 25.5 21.8
a 1976 1329 121.1 103.5
a 1976 1510 10.9 9.3
a 1976 2371 12.9 11.0
a 1976 3137 14.2 12.1
a 1977 105 48.5 41.5
a 1977 732 62.0 53.0
a 1977 2183 8.6 7.4
a 1978 1592 80.9 69.1
a 1978 2212 5.6 4.8
a 1978 2717 14.5 12.4
a 1979 1119 10.8 9.2
a 1979 3126 9.7 8.3
a 1979 3242 138.6 118.5
a 1980 1014 1.1 0.9
a 1980 1042 7.3 6.2
a 1980 1343 35.4 30.3
a 1981 1522 2.0 1.7
a 1982 690 13.5 11.5
a 1982 779 9.2 7.9
a 1982 1412 7.5 6.4
a 1982 2413 22.0 18.8
a 1983 761 16.5 14.1
a 1983 2047 68.4 58.5
a 1983 3125 6.4 5.5
a 1984 943 80.0 68.4
a 1984 2713 87.4 74.7
a 1984 2730 40.8 34.9
a 1984 3020 10.8 9.2
a 1985 1219 8.6 7.4
a 1985 1837 4.6 3.9
a 1985 3026 5.6 4.8
a 1985 3226 37.5 32.1
a 1986 47 10.3 8.8
a 1986 2011 32.2 27.5
a 1986 2532 6.9 5.9
a 1987 1473 13.8 11.8
a 1987 2347 27.2 23.2
a 1987 2534 27.9 23.8
a 1988 1138 4.4 3.8
a 1988 1175 238.7 204.0
a 1988 2930 5.2 4.4
a 1989 260 17.4 14.9
a 1989 2777 78.2 66.8
a 1989 2803 7.3 6.2
a 1990 641 26.6 22.7
a 1990 756 12.0 10.3
a 1990 1430 47.0 40.2
a 1991 335 31.5 26.9
a 1991 1624 64.6 55.2
a 1991 2083 12.8 10.9
a 1992 5 71.7 61.3
a 1992 1778 10.4 8.9
a 1992 3086 3.5 3.0
a 1993 706 15.9 13.6
a 1993 1493 32.2 27.5
a 1993 2110 5.7 4.9
a 1993 3220 11.9 10.2
a 1994 488 32.9 28.1
a 1994 1293 28.8 24.6
a 1994 2340 68.0 58.1
a 1994 2455 10.4 8.9
a 1995 29 100.7 86.1
a 1996 827 29.2 25.0
a 1996 2658 21.5 18.4
a 1996 2733 103.3 88.3
a 1997 1572 20.2 17.3
a 1997 2733 22.2 19.0
a 1997 3088 52.7 45.0
a 1998 2726 5.0 4.3
a 1999 672 8.4 7.2
a 1999 1131 56.2 48.0
a 1999 3239 7.2 6.2
a 2000 1449 45.8 39.1
a 2000 2572 15.6 13.3
a 2000 2846 22.1 18.9
a 2001 1692 19.0 16.2
a 2001 2278 30.4 26.0
